Subject,Session,Age,Trial,SubTrial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
143,3,18,3,29,Changed_R,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,theelderly,1,2,6,1
143,3,18,3,30,Changed_NR,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,withaconfiscatiowarrantform,anytimethattheyfeellikedoingso,1,2,6,1
143,3,18,3,31,Repeated,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,,,2,6,2
143,3,18,3,32,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,theyhavedecreasedby25percent,theyhavedecreasedby40percent,1,2,5,1
143,3,18,3,33,Changed_R,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,thepriceofgasincreased25percent,,,1,5,2
143,3,18,3,34,Control,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,theyweregoingtosuifoneweretobecreated,,,2,3,2
143,3,18,3,35,Changed_NR,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,about1millionimmigrants,,,E,5,2
143,3,18,3,36,Changed_NR,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,selfimmuediseases,malaria,1,2,5,1
143,3,18,3,37,Changed_R,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,aboutonemillionTexans,about12millionTexans,1,2,6,1
143,3,18,3,38,Changed_R,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,ithsnoeffectontherateoficemelting,ithasaneffectontherateoficemelting,1,2,4,1
143,3,18,3,39,Control,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,awarrelatedillness,,,E,6,2
143,3,18,3,40,Changed_NR,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,abou10states,,,1,5,2
143,3,18,3,41,Control,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,about14milliondollars,,,E,3,2
143,3,18,3,42,Control,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,byabout60percent,,,2,3,2
143,3,18,3,43,Changed_R,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,thatheisunlikelytorunforpresidentin2020,thathewasgongtorunforpresidentin2020,1,2,6,1
143,3,18,3,44,Repeated,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,intheyear2012,,,2,6,2
143,3,18,3,45,Control,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,torepresenttheseperationoffamiliesattheborder,,,2,5,2
143,3,18,3,46,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",forabout21years,,,2,5,2
143,3,18,3,47,Repeated,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,itgrantsallschoolsabudgetforaccesstosupplies,thatonlysomescsweregrantedthisbudge,1,2,5,1
143,3,18,3,48,Changed_R,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,theUSOlympians,theNFLplayers,1,2,5,1
143,3,18,3,49,Control,Murder_year,1980,2017,In what year did the murder rate in the US peak?,intheyear1948,,,E,5,2
143,3,18,3,50,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,,,2,5,2
143,3,18,3,51,Repeated,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,over90competitivechessplayers,,,2,5,2
143,3,18,3,52,Changed_R,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,DonaldTrump,1,2,6,1
143,3,18,3,53,Changed_R,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,about36percent,abou8percent,2,1,2,1
143,3,18,3,54,Repeated,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,afluvaccination,,,2,6,2
143,3,18,3,55,Changed_NR,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",anasteroid,asecodmoon,1,2,6,1
143,3,18,3,56,Repeated,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",intyear2007,,,2,6,2
143,3,18,3,57,Changed_NR,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,thewaronterrororthemilitary,,,1,2,2
143,3,18,3,58,Repeated,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,about19shootings,,,2,6,2
143,3,18,3,59,Changed_NR,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,thegdphasotdropped,,,E,4,2
143,3,18,3,60,Control,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,about30resolutions,,,E,2,2
144,4,18,3,1,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,yes,E,2,5,1
144,4,18,3,2,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,nraandparenthood,onlythenra,E,E,6,1
144,4,18,3,3,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",consumesmorethanitproduces,thatitconsumedless,1,2,6,1
144,4,18,3,4,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,25,,,E,6,2
144,4,18,3,5,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,274,E,2,6,1
144,4,18,3,6,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",61,38,1,2,6,1
144,4,18,3,7,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2000,,,E,6,2
144,4,18,3,8,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,25,,,1,6,2
144,4,18,3,9,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,ninefound,itwasfraudfound,1,1,6,1
144,4,18,3,10,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,9,,,E,6,2
144,4,18,3,11,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,all,,,2,6,2
144,4,18,3,12,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,settingthemonfire,bowlingball,1,E,6,1
144,4,18,3,13,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,1928,1,2,6,1
144,4,18,3,14,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,25,15,E,2,6,1
144,4,18,3,15,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11,32million,1,2,3,1
144,4,18,3,16,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,llclinton,barackobama,1,2,6,1
144,4,18,3,17,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",chrirainswithfirarms,,,1,6,2
144,4,18,3,18,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,prochoic,1,2,6,1
144,4,18,3,19,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,unlikelytorun,,,2,6,2
144,4,18,3,20,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,wentup40percent,dropped40percent,E,E,1,1
144,4,18,3,21,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,11,,,E,6,2
144,4,18,3,22,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billioninaid,,,2,6,2
144,4,18,3,23,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,25,,,1,6,2
144,4,18,3,24,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",sun,,,E,6,2
144,4,18,3,25,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,pass,,,B,6,2
144,4,18,3,26,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,tobreakwindows,,,1,6,2
144,4,18,3,27,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,iftheyhaveawarrant,,,2,6,2
144,4,18,3,28,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",,none,E,B,6,1
144,4,18,3,29,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,milk,,,E,5,2
144,4,18,3,30,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,nocureonoutbreak,,,E,6,2
144,4,18,3,31,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,flushot,0,B,2,6,1
144,4,18,3,32,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,,,,B,6,2
144,4,18,3,33,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,,2,6,2
144,4,18,3,34,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,immigration,,,E,6,2
144,4,18,3,35,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,pass,,,B,6,2
144,4,18,3,36,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,1,,,1,6,2
144,4,18,3,37,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,61,,,E,6,2
144,4,18,3,38,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,caliorniahomeowners,,,1,6,2
144,4,18,3,39,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",pass,,,E,6,2
144,4,18,3,40,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,olympicans,,,2,6,2
144,4,18,3,41,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,oilindustry,,,2,6,2
144,4,18,3,42,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,hilaryclinton,,,2,6,2
144,4,18,3,43,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinesdontcauseautism,thatvacccinesdidcauseautism,1,2,6,1
144,4,18,3,44,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,61,,,E,2,2
144,4,18,3,45,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,economy,,,2,2,2
144,4,18,3,46,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2million,,,1,6,2
144,4,18,3,47,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,11,,,1,6,2
144,4,18,3,48,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",berniesanders,mittromey,1,2,6,1
144,4,18,3,49,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,83percent,,,E,6,2
144,4,18,3,50,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,obama,trump,1,2,6,1
144,4,18,3,51,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",pass,,,B,6,2
144,4,18,3,52,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,drugs,,,1,2,2
144,4,18,3,53,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,15,,,E,6,2
144,4,18,3,54,Changed_NR,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,1983,,,E,6,2
144,4,18,3,55,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,sued,,,2,6,2
144,4,18,3,56,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,trump,,,1,6,2
144,4,18,3,57,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,pass,,,E,6,2
144,4,18,3,58,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,,,,B,6,2
144,4,18,3,59,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,limits,,,A,6,2
144,4,18,3,60,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,,,2,6,2
145,1,18,3,1,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",joebiden,,,E,1,2
145,1,18,3,2,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,anybody,,,2,5,2
145,1,18,3,3,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,25,,,E,3,2
