Subject,Session,Age,Trial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
156,4,18,20,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,iprovidesthemwithit,,B,2,1,0
156,4,18,21,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,10000,notsure,B,E,2,1
156,4,18,22,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,18,,B,E,3,0
156,4,18,23,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,,B,2,6,0
156,4,18,24,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,basketball,,B,E,3,0
156,4,18,25,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hewasgoingtorun,,B,1,3,0
156,4,18,26,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,topreventaccidents,,B,E,2,0
156,4,18,27,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,12,,B,2,2,0
156,4,18,28,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,billclinton,,B,2,6,0
156,4,18,29,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,dropabowlingballonthe,,B,1,6,0
156,4,18,30,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,ahurricane,,B,E,2,0
156,4,18,31,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,hedissaproves,,B,2,2,0
156,4,18,32,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,donaldtrump,,B,1,6,0
156,4,18,33,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",75,,B,E,2,0
156,4,18,34,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,34,,B,E,1,0
156,4,18,35,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,300000,,B,E,2,0
156,4,18,36,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,stockmarketcrash,,B,E,1,0
156,4,18,37,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,theyareworkingtoprovideacure,,B,E,1,0
156,4,18,38,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,15,,B,E,1,0
156,4,18,39,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,26,,B,E,1,0
156,4,18,40,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,15,,B,E,1,0
156,4,18,41,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,donors,,B,E,1,0
156,4,18,42,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,7,itwasntthatpercent,E,E,5,1
156,4,18,43,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,nolicenseforit,,B,E,4,0
156,4,18,44,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,milk,,B,E,2,0
156,4,18,45,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,losangeles,,B,A,4,0
156,4,18,46,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,factories,,B,E,3,0
156,4,18,47,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,billclinton,,1,2,2,0
156,4,18,48,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,therewasofraud,therewasactuallyafraud,1,2,1,1
156,4,18,49,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,8,,B,E,2,0
156,4,18,50,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,veterensandthearmy,,B,E,5,0
156,4,18,51,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,50000,,B,E,3,0
156,4,18,52,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",mittromney,,B,1,5,0
156,4,18,53,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,78,,B,E,3,0
156,4,18,54,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,immigration,,B,E,2,0
156,4,18,55,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,duke,,B,E,5,0
156,4,18,56,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2000,,B,E,4,0
156,4,18,57,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",78,,B,E,5,0
156,4,18,58,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,2,,B,1,4,0
156,4,18,59,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1972,,B,E,3,0
156,4,18,60,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",givethemproperresources,,B,E,2,0
157,1,19,1,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,,,B,B,1,0
157,1,19,2,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,13,25,B,E,3,1
157,1,19,3,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",morethananyotherpresident,,B,1,2,0
157,1,19,4,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,8,0,B,E,3,1
157,1,19,5,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,overonemillion,,B,2,4,0
157,1,19,6,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,,,B,B,1,0
157,1,19,7,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,hydrated,vaccine,2,1,3,1
157,1,19,8,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,usolmpians,,B,2,5,0
157,1,19,9,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,270,1,2,5,1
157,1,19,10,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",,,B,B,1,0
157,1,19,11,Repeated,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,itwontpreventicefrommelting,,B,2,4,0
157,1,19,12,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,medicareandsocialwelfare,,B,2,2,0
157,1,19,13,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Theywereforthewall,Theydidntwanttobuildit,2,1,4,1
157,1,19,14,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,neithernraorPlannedparenthood,givediscountstoplannedparenthoodbutnotnra,1,2,5,1
157,1,19,15,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,B,2,3,0
157,1,19,16,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,270,,B,E,3,0
157,1,19,17,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,,1,2,4,0
157,1,19,18,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,whiplash,breakowindow,1,2,4,1
157,1,19,19,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,vaccine,,B,E,2,0
157,1,19,20,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,toshowseperationfromfamilies,,B,2,4,0
157,1,19,21,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,,E,2,4,0
157,1,19,22,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,hittingpedestrians,,B,2,4,0
157,1,19,23,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hewasunlikelytorun,,B,2,5,0
157,1,19,24,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,withawarrant,,B,2,4,0
157,1,19,25,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,,,B,B,1,0
157,1,19,26,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",,,B,B,1,0
157,1,19,27,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,hillaryclinton,,B,2,4,0
157,1,19,28,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,rose15,,B,2,4,0
157,1,19,29,Control,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,,,B,B,1,0
157,1,19,30,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,,,B,B,1,0
157,1,19,31,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,8,B,2,4,1
157,1,19,32,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,2,B,2,5,1
157,1,19,33,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,all,,B,1,4,0
157,1,19,34,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,,,B,B,1,0
157,1,19,35,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cities,houses,B,2,4,1
157,1,19,36,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",fire,,B,E,2,0
157,1,19,37,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,reccession,,B,2,2,0
157,1,19,38,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",,since2007,B,B,1,1
157,1,19,39,Repeated,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,,,B,B,2,0
157,1,19,40,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,presidentclinton,,B,2,5,0
157,1,19,41,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,15,,B,E,2,0
157,1,19,42,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,all,,B,2,5,0
157,1,19,43,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2016,,B,1,5,0
157,1,19,44,Changed_NR,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,itdosentcauseautism,itcausesautism,1,2,5,1
157,1,19,45,Repeated,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,,,B,B,1,0
157,1,19,46,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,marajuana,1,2,4,1
157,1,19,47,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,steadilyforabortion,recentlyproabortion,1,E,4,1
157,1,19,48,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",berniesanders,mitrommney,B,2,4,1
157,1,19,49,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",consumesmorethanitproducethereoredependent,producesmorethanitconsumessoitisindependent,1,2,4,1
157,1,19,50,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,21billion,,B,E,3,0
157,1,19,51,Control,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,,,B,B,1,0
157,1,19,52,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,,1,2,3,0
157,1,19,53,Control,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,flu,,B,E,3,0
157,1,19,54,Repeated,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,clinton,,B,2,3,0
157,1,19,55,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,solar,,B,1,4,0
157,1,19,56,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,mostlyall,,B,E,4,0
157,1,19,57,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,1,2,3,0
157,1,19,58,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,2,none,B,E,3,1
